instrument,stock_name,score,T_peak,peak_close,pre_peak_surge,bear_weeks,drawdown_ratio,trough_date,trough_close,drawdown_in_range,bear_duration_ok,base_start,base_end,base_weeks,vol_med_base,base_formed,trigger_week,trigger_recency_days,close_vs_ma120,close_vs_ma250,vr,launch_ma,launch_volume_vr,launch_volume_base,pre_trigger_big_days,quiet_pre_trigger,current_close_vs_ma20w,current_close_vs_ma120w,recent_3m_big_days,post_trigger_ret_pct,post_trigger_big_days,merge_sources,rank_4a,score_4a,rank_4b,score_4b,mode,date_start,close_start,date_end,close_end,ret
601007.SH,金陵饭店,91,2022-12-30,12.03,False,83,0.495,2024-08-23,6.075453377111389,True,True,2024-10-11,2025-04-03,26.0,40509880.0,True,2025-04-18,257,1.0429,,4.5815,True,True,True,2.0,True,1.0143,1.0877,0,-2.95,1.0,['4A'],149.0,91.0,,,,2025-12-31,7.809802392837913,2026-03-26,8.05,3.08
002643.SZ,万润股份,70,,,True,134,0.649,2024-09-13,,,,,,,,,2025-07-25,159,,,2.3767,True,,,,,1.0849,1.2242,2,16.2,,['4B'],,,57.0,70.0,4B_fresh_breakout,2025-12-31,14.989947740163599,2026-03-26,15.43,2.94
002817.SZ,黄山胶囊,94,2022-11-18,11.64,True,89,0.5715,2024-08-23,4.9874857817671385,True,True,2025-01-10,2025-06-13,23.0,22051653.0,True,2025-06-27,187,1.0289,,1.0257,True,True,False,0.0,True,0.9767,1.1018,0,4.96,0.0,['4A'],71.0,94.0,,,,2025-12-31,7.600081825301894,2026-03-26,7.82,2.89
600805.SH,悦达投资,92,2019-04-19,7.07,False,170,0.536,2024-08-23,3.280669495300573,True,True,,,,,False,2024-11-08,418,1.0627,,2.3343,True,True,False,0.0,True,1.0058,1.1925,0,17.27,3.0,['4A'],94.0,92.0,,,,2025-12-31,5.429988705163672,2026-03-26,5.55,2.21
603706.SH,东方环宇,91,2019-01-11,23.85,False,107,0.5388,2024-02-09,10.999780156506116,True,True,2025-01-27,2025-06-13,20.0,5316794.5,True,2025-06-20,194,1.4222,,5.8427,True,True,True,1.0,True,0.932,1.159,0,-8.75,1.0,['4A'],187.0,91.0,,,,2025-12-31,19.400013291305953,2026-03-26,19.8,2.06
002566.SZ,益盛药业,91,2022-03-25,11.42,False,95,0.4958,2024-02-09,5.758385682366648,True,True,2024-12-27,2025-05-23,22.0,19479807.0,True,2025-05-30,215,1.103,,3.7796,True,True,True,3.0,False,0.9482,1.0358,1,-6.04,1.0,['4A'],169.0,91.0,,,,2025-12-31,7.62995372690919,2026-03-26,7.77,1.84
600854.SH,春兰股份,91,2022-04-29,6.36,False,90,0.476,2024-02-09,3.3325021844471294,True,True,,,,,False,2024-10-04,453,1.0176,,0.7307,True,False,False,2.0,True,0.9502,1.0929,0,9.46,1.0,['4A'],125.0,91.0,,,,2025-12-31,4.989968121527159,2026-03-26,5.08,1.8
002415.SZ,海康威视,91,2022-01-07,46.27,False,135,0.4773,2024-09-13,24.18332554228833,True,True,2024-09-13,2025-02-21,24.0,196994486.0,True,2025-03-07,299,1.0384,,1.6125,True,True,True,0.0,True,0.967,1.0013,0,-7.79,0.0,['4A'],143.0,91.0,,,,2025-12-31,29.839985004440383,2026-03-26,30.37,1.78
000709.SZ,河钢股份,91,2019-04-04,3.16,False,175,0.4721,2024-09-13,1.668161207315994,True,True,,,,,False,2024-10-04,453,1.0138,,0.9543,True,False,False,1.0,True,0.9465,1.0673,0,5.42,0.0,['4A'],121.0,91.0,,,,2025-12-31,2.309996138034807,2026-03-26,2.35,1.73
300471.SZ,厚普股份,90,2022-01-07,25.37,True,127,0.6957,2024-07-19,7.719976087926943,True,True,2024-10-18,2025-04-03,25.0,40834736.0,True,2025-07-11,173,1.1698,,3.4441,True,True,True,1.0,True,1.0401,1.1892,1,-1.79,1.0,['4A'],228.0,90.0,,,,2025-12-31,12.599907418402259,2026-03-26,12.81,1.67
600756.SH,浪潮软件,67,,,False,174,0.6831,2024-09-06,,,,,,,,,2025-08-22,131,,,2.2571,True,,,,,1.0542,1.2896,4,10.5,,['4B'],,,65.0,67.0,4B_fresh_breakout,2025-12-31,18.419909257008147,2026-03-26,18.7,1.52
002391.SZ,长青股份,92,2019-04-04,8.83,False,168,0.5062,2024-07-26,4.360059100701976,True,True,,,,,False,2025-06-06,208,1.1002,,1.9369,True,True,False,2.0,True,0.9711,1.0864,1,-4.2,3.0,['4A'],112.0,92.0,,,,2025-12-31,5.929968118023705,2026-03-26,6.02,1.52
301290.SZ,东星医疗,91,2022-12-02,45.79,False,91,0.6025,2024-09-20,18.200571531965863,True,True,,,,,False,2025-05-30,215,1.0362,,4.994,True,True,False,1.0,True,0.9439,1.051,0,-5.04,0.0,['4A'],172.0,91.0,,,,2025-12-31,25.26995240224366,2026-03-26,25.64,1.46
300998.SZ,宁波方正,91,2022-01-14,34.91,False,133,0.6405,2024-09-06,12.550147168077261,True,True,2025-01-17,2025-05-30,20.0,17089209.5,True,2025-06-06,208,1.0134,,1.7909,True,True,True,0.0,True,0.9199,1.0745,0,-2.06,0.0,['4A'],177.0,91.0,,,,2025-12-31,21.90982930480338,2026-03-26,22.2,1.32
301257.SZ,普蕊斯,59,,,False,67,0.6371,2024-08-23,,,,,,,,,2025-07-18,166,,,1.8089,True,,,,,1.1131,1.4269,1,39.88,,['4B'],,,93.0,59.0,4B_fresh_breakout,2025-12-31,52.0402637232133,2026-03-26,52.67,1.21
002133.SZ,广宇集团,90,2022-04-01,4.22,False,121,0.5303,2024-08-23,1.9820113868277927,True,True,,,,,False,2024-12-13,383,1.019,,2.742,True,True,False,1.0,True,0.9748,1.1819,2,10.54,8.0,['4A'],219.0,90.0,,,,2025-12-31,3.390043888669447,2026-03-26,3.43,1.18
600455.SH,博通股份,91,2019-11-22,38.2,False,85,0.6369,2024-07-19,13.86991150442478,True,True,,,,,False,2024-11-08,418,1.0041,,1.2263,True,True,False,1.0,True,0.9717,1.1606,0,13.66,0.0,['4A'],131.0,91.0,,,,2025-12-31,25.969911504424783,2026-03-26,26.26,1.12
600649.SH,城投控股,91,2019-04-04,8.16,False,175,0.6234,2024-09-13,3.072741208743306,True,True,,,,,False,2024-09-27,460,1.1819,,1.8507,True,True,False,4.0,False,0.9664,1.0783,0,-0.01,1.0,['4A'],118.0,91.0,,,,2025-12-31,4.450009795663598,2026-03-26,4.5,1.12
002493.SZ,荣盛石化,70,,,True,162,0.5895,2025-04-18,,,,,,,,,2025-10-10,82,,,1.0013,True,,,,,1.167,1.2172,0,15.6,,['4B'],,,54.0,70.0,4B_fresh_breakout,2025-12-31,11.710024709567671,2026-03-26,11.84,1.11
000607.SZ,华媒控股,94,2019-04-04,6.85,False,167,0.5825,2024-07-19,2.860025760401055,True,True,2025-01-03,2025-06-13,24.0,60309931.0,True,2025-06-27,187,1.0107,,2.8283,True,True,True,2.0,True,0.9418,1.0189,0,-4.16,4.0,['4A'],69.0,94.0,,,,2025-12-31,4.1499600450820315,2026-03-26,4.19,0.96
600502.SH,安徽建工,94,2022-05-27,7.17,True,115,0.4794,2024-09-06,3.7326967882022783,True,True,2024-10-11,2025-04-03,26.0,98957856.0,True,2025-04-18,257,1.0051,,0.9558,True,False,False,0.0,True,0.9935,1.0623,0,5.13,0.0,['4A'],59.0,94.0,,,,2025-12-31,4.690004009654595,2026-03-26,4.73,0.85
000931.SZ,中 关 村,91,2020-01-03,9.81,False,125,0.6402,2024-06-28,3.530119056283756,True,True,,,,,False,2025-05-30,215,1.003,,1.2237,True,True,False,1.0,True,0.9356,0.9864,0,-5.8,0.0,['4A'],166.0,91.0,,,,2025-12-31,4.869980353115252,2026-03-26,4.91,0.82
301037.SZ,保立佳,91,2022-01-14,16.73,False,104,0.572,2024-02-09,7.160202942941229,True,True,,,,,False,2024-12-13,383,1.0112,,1.1933,True,True,False,1.0,True,0.9742,1.1974,0,20.5,1.0,['4A'],141.0,91.0,,,,2025-12-31,14.40008605977025,2026-03-26,14.51,0.76
002279.SZ,久其软件,72,,,False,55,0.6136,2022-04-29,,,,,,,,,2025-10-17,75,,,1.9387,True,,,,,1.054,1.2541,3,8.41,,['4B'],,,49.0,72.0,4B_fresh_breakout,2025-12-31,7.990005628093727,2026-03-26,8.05,0.75
603022.SH,新通联,94,2019-11-22,15.31,False,139,0.6084,2024-08-23,5.9950865854909114,True,True,2025-01-24,2025-06-13,21.0,15170662.0,True,2025-06-20,194,1.1153,,1.3063,True,True,False,0.0,True,0.989,1.1877,1,10.08,5.0,['4A'],68.0,94.0,,,,2025-12-31,10.270107670304094,2026-03-26,10.34,0.68
300030.SZ,阳普医疗,94,2022-01-14,12.48,True,126,0.718,2024-07-19,3.5198954298844165,True,True,,,,,False,2024-09-13,474,1.0131,,5.7813,True,True,False,4.0,False,0.9381,1.153,0,11.01,4.0,['4A'],30.0,94.0,,,,2025-12-31,7.359891580915745,2026-03-26,7.41,0.68
600051.SH,宁波联合,92,2022-03-04,9.19,False,125,0.4777,2024-08-23,4.8000568640129355,True,True,,,,,False,2024-11-08,418,1.0043,,2.1261,True,True,False,0.0,True,1.0067,1.1504,0,15.27,2.0,['4A'],93.0,92.0,,,,2025-12-31,7.5399365013970066,2026-03-26,7.58,0.53
002162.SZ,悦心健康,100,2022-03-04,7.72,True,121,0.6516,2024-07-26,2.6899434810921625,True,True,,,,,False,2024-12-13,383,1.0472,,1.8214,True,True,False,2.0,True,1.0216,1.1795,0,10.17,8.0,['4A'],2.0,100.0,,,,2025-12-31,4.660151452837341,2026-03-26,4.68,0.43
603177.SH,德创环保,91,2022-06-02,26.95,True,112,0.7554,2024-08-23,6.591628195503719,True,True,2024-11-01,2025-03-28,22.0,23671827.0,True,2025-08-08,145,1.0143,,0.8445,True,False,False,0.0,True,0.9412,1.1842,1,13.68,6.0,['4A'],215.0,91.0,,,,2025-12-31,11.129642593303505,2026-03-26,11.15,0.18
300437.SZ,清水源,90,,,True,161,0.7442,2025-04-25,,,,,,,,,2025-11-07,54,,,3.0982,True,,,,,1.2035,1.548,6,8.94,,['4B'],,,12.0,90.0,4B_fresh_breakout,2025-12-31,15.970119956035859,2026-03-26,15.99,0.12
300519.SZ,新光药业,91,2022-01-07,20.84,False,105,0.5162,2024-02-09,10.08271059519731,True,True,2024-12-06,2025-05-23,25.0,11768379.0,True,2025-05-30,215,1.0926,,1.547,True,True,True,0.0,True,0.9338,1.0727,0,-0.67,1.0,['4A'],170.0,91.0,,,,2025-12-31,14.899854132802519,2026-03-26,14.9,0.0
600569.SH,安阳钢铁,92,2022-04-08,3.62,False,122,0.6271,2024-09-06,1.3500754988091213,True,True,,,,,False,2024-11-01,425,1.1284,,6.3934,True,True,False,2.0,True,0.9713,1.1508,1,-0.44,3.0,['4A'],85.0,92.0,,,,2025-12-31,2.249887596744899,2026-03-26,2.25,0.0
603010.SH,万盛股份,94,2022-01-14,23.39,True,103,0.6523,2024-02-02,8.133841196793197,True,True,2024-03-15,2024-09-20,28.0,8727284.0,True,2025-02-14,320,1.0044,,2.0734,True,True,True,2.0,True,0.9717,1.0547,1,0.62,1.0,['4A'],49.0,94.0,,,,2025-12-31,10.51995137369868,2026-03-26,10.5,-0.19
600037.SH,歌华有线,91,2019-03-22,12.43,False,176,0.5481,2024-09-06,5.617563180368265,True,True,,,,,False,2024-12-06,390,1.0224,,1.2644,True,True,False,0.0,True,0.9169,0.9977,0,-6.63,1.0,['4A'],137.0,91.0,,,,2025-12-31,7.300048968650482,2026-03-26,7.28,-0.27
300596.SZ,利安隆,59,,,False,64,0.6754,2024-02-02,,,,,,,,,2025-08-01,152,,,1.9152,True,,,,,1.0816,1.4168,1,32.24,,['4B'],,,92.0,59.0,4B_fresh_breakout,2025-12-31,42.20990148520213,2026-03-26,42.09,-0.28
002963.SZ,豪尔赛,92,2019-11-08,36.78,False,114,0.7645,2024-02-09,8.662054733807059,True,True,,,,,False,2024-12-13,383,1.0032,,0.9993,True,False,False,4.0,False,0.9965,1.1994,1,16.5,6.0,['4A'],99.0,92.0,,,,2025-12-31,14.879615192510458,2026-03-26,14.82,-0.4
300873.SZ,海晨股份,91,2022-09-02,33.19,False,99,0.6109,2024-08-23,12.91556856080188,True,True,,,,,False,2025-02-28,306,1.0704,,4.5513,True,True,False,3.0,False,0.944,1.1567,0,3.83,1.0,['4A'],142.0,91.0,,,,2025-12-31,21.970086291356413,2026-03-26,21.88,-0.41
600127.SH,金健米业,90,2022-03-25,10.29,True,122,0.4606,2024-08-23,5.549997804100536,True,True,2025-01-17,2025-07-18,27.0,73499560.0,True,2025-07-25,159,1.0142,,1.5469,True,True,True,1.0,True,0.9775,0.9885,0,-4.55,0.0,['4A'],233.0,90.0,,,,2025-12-31,6.719990965891511,2026-03-26,6.67,-0.74
600739.SH,辽宁成大,91,2022-01-07,18.64,False,132,0.6074,2024-08-23,7.31800221006833,True,True,,,,,False,2024-11-08,418,1.0523,,2.2762,True,True,False,2.0,True,0.9182,1.0312,0,-9.4,1.0,['4A'],132.0,91.0,,,,2025-12-31,11.180013853612982,2026-03-26,11.07,-0.98
300508.SZ,维宏股份,74,,,False,36,0.5794,2024-02-09,,,,,,,,,2025-10-24,68,,,1.6584,True,,,,,1.1464,1.3672,1,15.38,,['4B'],,,38.0,74.0,4B_fresh_breakout,2025-12-31,36.89983745973257,2026-03-26,36.53,-1.0
300891.SZ,惠云钛业,91,2022-01-07,16.29,False,105,0.6095,2024-02-09,6.36172191927071,True,True,,,,,False,2024-11-08,418,1.026,,3.0127,True,True,False,3.0,False,0.9295,0.9981,0,-9.83,0.0,['4A'],130.0,91.0,,,,2025-12-31,8.800316619213104,2026-03-26,8.71,-1.03
002805.SZ,丰元股份,77,,,True,106,0.7897,2024-08-23,,,,,,,,,2025-09-05,117,,,1.4299,True,,,,,1.1089,1.3288,7,21.35,,['4B'],,,35.0,77.0,4B_fresh_breakout,2025-12-31,17.729854665905023,2026-03-26,17.52,-1.18
002412.SZ,汉森制药,91,2019-07-26,13.03,False,129,0.6393,2024-02-09,4.699945288894163,True,True,2024-06-21,2024-11-01,20.0,28259197.0,True,2024-11-08,418,1.0591,,1.7043,True,True,True,0.0,True,0.9663,1.0443,0,-0.15,0.0,['4A'],129.0,91.0,,,,2025-12-31,6.410045550311767,2026-03-26,6.33,-1.25
002172.SZ,澳洋健康,94,2019-04-19,5.73,False,172,0.5951,2024-09-06,2.320064776978719,True,True,,,,,False,2024-12-06,390,1.0603,,1.873,True,True,False,1.0,True,0.944,1.1377,0,7.29,5.0,['4A'],45.0,94.0,,,,2025-12-31,3.969903372140292,2026-03-26,3.92,-1.26
001227.SZ,兰州银行,91,2022-01-21,6.73,False,133,0.6989,2024-09-13,2.0262512159558597,True,True,2024-11-15,2025-04-03,21.0,270525856.0,True,2025-06-27,187,1.014,,2.0537,True,True,True,0.0,True,0.9678,0.9717,0,-6.9,0.0,['4A'],188.0,91.0,,,,2025-12-31,2.319910812471201,2026-03-26,2.29,-1.29
603229.SH,奥翔药业,92,2022-05-13,29.59,True,87,0.7827,2024-02-02,6.430491347007575,True,True,2024-11-08,2025-04-03,22.0,57094901.0,True,2025-06-13,201,1.017,,1.9971,True,True,True,1.0,True,0.966,1.1366,0,9.22,2.0,['4A'],113.0,92.0,,,,2025-12-31,9.920061881356432,2026-03-26,9.79,-1.31
300962.SZ,中金辐照,91,2022-01-14,24.52,False,104,0.5188,2024-02-09,11.797874286885856,True,True,2024-10-25,2025-04-03,24.0,13922618.0,True,2025-05-09,236,1.0848,,1.6186,True,True,True,0.0,True,0.9433,1.0506,0,-1.91,1.0,['4A'],157.0,91.0,,,,2025-12-31,16.229884904021798,2026-03-26,16.0,-1.42
002010.SZ,传化智联,92,2019-04-04,9.2,False,175,0.6293,2024-09-13,3.410330064813584,True,True,,,,,False,2024-11-08,418,1.1112,,5.3599,True,True,False,1.0,True,0.9568,1.1988,0,9.41,3.0,['4A'],88.0,92.0,,,,2025-12-31,5.8100340272691575,2026-03-26,5.72,-1.55
600888.SH,新疆众和,90,2022-08-19,9.77,True,104,0.3861,2024-09-13,5.997935298337785,True,True,2024-11-08,2025-04-03,22.0,68100115.0,True,2025-07-25,159,1.0465,,2.2268,True,True,True,0.0,True,1.028,1.1496,0,10.68,0.0,['4A'],235.0,90.0,,,,2025-12-31,8.189979151814933,2026-03-26,8.06,-1.59
002936.SZ,郑州银行,91,2019-03-08,4.68,False,179,0.6549,2024-09-13,1.6152392362771812,True,True,2024-12-20,2025-05-09,21.0,413473123.0,True,2025-06-06,208,1.0062,,1.8711,True,True,True,0.0,True,0.9591,0.9768,0,-4.09,0.0,['4A'],175.0,91.0,,,,2025-12-31,1.929704366336371,2026-03-26,1.89,-2.06
301072.SZ,中捷精工,91,2022-03-18,40.86,False,96,0.6535,2024-02-09,14.15979703899215,True,True,2024-11-22,2025-04-03,20.0,7273149.5,True,2025-05-16,229,1.0011,,1.2943,True,True,False,0.0,True,0.9272,1.0166,0,1.53,0.0,['4A'],163.0,91.0,,,,2025-12-31,22.5198431844552,2026-03-26,22.05,-2.09
000726.SZ,鲁  泰Ａ,91,2019-04-04,9.68,False,175,0.4914,2024-09-13,4.92369019601784,True,True,2024-12-20,2025-05-09,21.0,30299183.0,True,2025-05-16,229,1.0005,,2.1529,True,True,True,0.0,True,1.0164,1.1487,0,15.0,0.0,['4A'],162.0,91.0,,,,2025-12-31,7.120044393576578,2026-03-26,6.97,-2.11
600423.SH,柳化股份,95,2019-04-12,4.82,False,95,0.5415,2024-02-09,2.2099113804911314,True,True,,,,,False,2024-12-06,390,1.046,,1.6323,True,True,False,0.0,True,0.9822,1.1784,1,15.17,7.0,['4A'],22.0,95.0,,,,2025-12-31,3.719944156782421,2026-03-26,3.64,-2.15
603730.SH,岱美股份,92,,,True,83,0.4693,2025-04-18,,,,,,,,,2025-10-24,68,,,2.1349,True,,,,,1.2369,1.2519,1,19.18,,['4B'],,,9.0,92.0,4B_fresh_breakout,2025-12-31,8.760029436935621,2026-03-26,8.57,-2.17
603096.SH,新经典,89,2019-01-04,49.13,False,157,0.7372,2024-02-09,12.913766090793313,True,True,2024-04-19,2024-09-20,23.0,6358332.0,True,2024-10-04,453,1.0199,,0.5458,True,False,False,0.0,True,0.9626,1.0054,0,0.62,3.0,['4A'],249.0,89.0,,,,2025-12-31,17.42033554055927,2026-03-26,17.04,-2.18
002495.SZ,佳隆股份,92,2019-03-15,4.57,False,166,0.7057,2024-06-21,1.3451128606210854,True,True,,,,,False,2024-11-08,418,1.0851,,2.369,True,True,False,3.0,False,0.968,1.1213,1,2.68,6.0,['4A'],89.0,92.0,,,,2025-12-31,2.6599650414676557,2026-03-26,2.6,-2.25
002462.SZ,嘉事堂,91,2022-12-02,18.08,False,90,0.4326,2024-09-13,10.259201553140823,True,True,2024-12-06,2025-04-30,22.0,13828662.5,True,2025-05-09,236,1.0248,,4.5243,True,True,True,2.0,True,0.9892,1.1146,0,9.43,0.0,['4A'],156.0,91.0,,,,2025-12-31,14.359981059588451,2026-03-26,14.03,-2.3
300079.SZ,数码视讯,94,2022-01-07,9.29,True,128,0.5831,2024-07-26,3.87323742106224,True,True,2025-01-24,2025-06-20,22.0,164847193.0,True,2025-06-27,187,1.0693,,1.8427,True,True,True,1.0,True,0.9467,1.0143,0,-7.38,0.0,['4A'],72.0,94.0,,,,2025-12-31,5.390035229800596,2026-03-26,5.26,-2.41
603235.SH,天新药业,91,2022-07-15,40.09,False,78,0.5237,2024-02-02,19.09607400988596,True,True,2024-10-18,2025-04-03,25.0,4942307.0,True,2025-04-11,264,1.0516,,3.3119,True,True,True,0.0,True,0.9834,1.047,0,-1.7,0.0,['4A'],148.0,91.0,,,,2025-12-31,26.969974280707078,2026-03-26,26.3,-2.48
601968.SH,宝钢包装,90,2022-01-07,9.49,True,105,0.5606,2024-02-09,4.169565728642969,True,True,2024-09-20,2025-04-03,29.0,33336032.0,True,2025-08-22,131,1.0395,,2.3655,True,True,True,0.0,True,1.0204,1.0738,0,-0.7,0.0,['4A'],244.0,90.0,,,,2025-12-31,5.340397090836486,2026-03-26,5.2,-2.63
000514.SZ,渝 开 发,90,2022-04-15,7.43,False,92,0.6217,2024-02-09,2.810910820617102,True,True,2025-01-03,2025-05-16,20.0,78765695.0,True,2025-05-23,222,1.0773,,1.6029,True,True,True,3.0,False,0.9052,1.1284,2,12.33,8.0,['4A'],225.0,90.0,,,,2025-12-31,4.920052329259843,2026-03-26,4.79,-2.64
601005.SH,重庆钢铁,91,2019-03-22,2.29,False,166,0.559,2024-06-28,1.0099721662713084,True,True,2025-01-17,2025-06-27,24.0,303133110.0,True,2025-07-04,180,1.0286,,4.4304,True,True,True,1.0,True,0.976,1.0709,0,3.58,1.0,['4A'],209.0,91.0,,,,2025-12-31,1.460223659811675,2026-03-26,1.42,-2.75
001311.SZ,多利科技,82,,,False,75,0.6375,2024-08-23,,,,,,,,,2025-08-08,145,,,1.6748,True,,,,,1.2367,1.4363,2,34.68,,['4B'],,,28.0,82.0,4B_fresh_breakout,2025-12-31,32.07985298540666,2026-03-26,31.19,-2.77
603987.SH,康德莱,90,2023-02-10,14.6952,True,82,0.6112,2024-09-20,5.713782531435559,True,True,2024-12-27,2025-07-25,31.0,24882656.0,True,2025-08-01,152,1.0355,,1.9889,True,True,True,0.0,True,0.9588,1.1024,0,-1.04,1.0,['4A'],238.0,90.0,,,,2025-12-31,8.60010461225271,2026-03-26,8.36,-2.79
000089.SZ,深圳机场,91,2019-09-30,10.68,False,149,0.4525,2024-09-13,5.8477009567632505,True,True,2024-11-01,2025-04-03,23.0,52451755.0,True,2025-05-09,236,1.0093,,0.9325,True,False,False,0.0,True,0.9849,1.0454,0,3.83,0.0,['4A'],155.0,91.0,,,,2025-12-31,6.990058342971156,2026-03-26,6.79,-2.86
603527.SH,众源新材,91,2022-07-29,21.33,True,104,0.7046,2024-08-23,6.300050034772375,True,True,2025-01-17,2025-06-20,23.0,39058148.0,True,2025-06-27,187,1.1476,,2.4072,True,True,True,1.0,True,0.9814,1.172,0,0.82,0.0,['4A'],201.0,91.0,,,,2025-12-31,11.089820217813248,2026-03-26,10.77,-2.88
002201.SZ,九鼎新材,85,,,True,111,0.7955,2024-09-13,,,,,,,,,2025-07-04,180,,,1.3832,True,,,,,1.3375,1.7767,4,52.06,,['4B'],,,21.0,85.0,4B_fresh_breakout,2025-12-31,11.410286164941414,2026-03-26,11.08,-2.89
300485.SZ,赛升药业,92,2022-03-18,16.9,False,118,0.6402,2024-07-19,6.079955047576293,True,True,2024-11-08,2025-03-21,20.0,20942553.0,True,2025-05-23,222,1.0688,,4.4475,True,True,True,3.0,False,0.8872,1.1313,0,10.09,3.0,['4A'],110.0,92.0,,,,2025-12-31,10.580095849369744,2026-03-26,10.27,-2.93
600278.SH,东方创业,92,2019-03-29,16.11,False,115,0.6833,2024-06-21,5.101914712543389,True,True,,,,,False,2024-11-29,397,1.1597,,4.38,True,True,False,2.0,True,0.9862,1.1392,0,-8.91,3.0,['4A'],96.0,92.0,,,,2025-12-31,7.600061200740395,2026-03-26,7.37,-3.03
600880.SH,博瑞传播,91,2022-02-11,8.0,False,122,0.5646,2024-07-12,3.4830849264780963,True,True,2024-12-27,2025-05-23,22.0,131211336.0,True,2025-06-06,208,1.0023,,2.5412,True,True,True,3.0,False,0.9828,1.0514,0,1.01,0.0,['4A'],178.0,91.0,,,,2025-12-31,4.940001352905102,2026-03-26,4.79,-3.04
002145.SZ,钛能化学,91,2022-07-29,9.81,True,100,0.6714,2024-07-26,3.2240158697584373,True,True,2025-01-10,2025-08-15,32.0,175632399.0,True,2025-08-22,131,1.0851,,4.0488,True,True,True,1.0,True,0.9311,1.1227,0,1.24,2.0,['4A'],216.0,91.0,,,,2025-12-31,4.899908015502627,2026-03-26,4.75,-3.06
000768.SZ,中航西飞,91,2022-01-07,32.45,False,104,0.4283,2024-02-02,18.550372323764574,True,True,2024-02-02,2024-09-20,33.0,75601706.0,True,2024-09-27,460,1.0124,,1.1836,True,True,False,0.0,True,0.9924,1.041,0,1.57,1.0,['4A'],117.0,91.0,,,,2025-12-31,25.38003882379593,2026-03-26,24.59,-3.11
000635.SZ,英 力 特,92,2022-01-07,11.44,False,105,0.5192,2024-02-09,5.499962590045089,True,True,2024-12-20,2025-05-09,21.0,23304327.0,True,2025-05-16,229,1.0395,,2.3739,True,True,True,1.0,True,1.0026,1.1182,1,5.96,2.0,['4A'],107.0,92.0,,,,2025-12-31,8.889924423011365,2026-03-26,8.58,-3.49
600743.SH,华远控股,97,2019-04-04,2.96,False,145,0.6182,2024-02-09,1.1300001751170747,True,True,,,,,False,2024-10-25,432,1.0141,,2.1137,True,True,False,4.0,False,0.945,1.1448,0,20.49,11.0,['4A'],4.0,97.0,,,,2025-12-31,2.000017739722532,2026-03-26,1.93,-3.5
601686.SH,友发集团,91,2022-01-07,10.27,False,121,0.5565,2024-06-07,4.55504546091887,True,True,2024-11-08,2025-04-03,22.0,17876149.0,True,2025-05-09,236,1.0276,,1.8905,True,True,True,0.0,True,0.9944,1.1184,1,9.55,1.0,['4A'],160.0,91.0,,,,2025-12-31,6.00383084540496,2026-03-26,5.79,-3.56
300597.SZ,吉大通信,91,2019-04-04,19.29,False,145,0.6801,2024-02-09,6.169937298049247,True,True,2025-01-10,2025-06-20,24.0,27330064.5,True,2025-06-27,187,1.1154,,2.1116,True,True,True,0.0,True,0.9941,1.0721,0,-3.15,0.0,['4A'],194.0,91.0,,,,2025-12-31,9.239597154354202,2026-03-26,8.91,-3.57
600378.SH,昊华科技,90,2023-02-17,44.7196,True,117,0.4699,2025-05-30,23.703821426176813,True,True,,,,,False,2025-08-29,124,1.03,,2.4256,True,True,False,0.0,True,1.0497,1.1079,0,5.23,0.0,['4A'],247.0,90.0,,,,2025-12-31,31.959974224811816,2026-03-26,30.81,-3.6
002293.SZ,罗莱生活,70,,,True,131,0.5669,2024-09-20,,,,,,,,,2025-10-17,75,,,2.4686,True,,,,,1.1395,1.273,0,16.44,,['4B'],,,52.0,70.0,4B_fresh_breakout,2025-12-31,10.270012512390165,2026-03-26,9.88,-3.8
002709.SZ,天赐材料,69,,,True,113,0.792,2024-09-20,,,,,,,,,2025-09-05,117,,,3.045,True,,,,,1.2847,2.0508,1,81.9,,['4B'],,,60.0,69.0,4B_fresh_breakout,2025-12-31,46.27787511816808,2026-03-26,44.49,-3.86
600966.SH,博汇纸业,100,,,True,135,0.6424,2024-09-13,,,,,,,,,2025-11-07,54,,,2.6595,True,,,,,1.2262,1.3116,2,22.18,,['4B'],,,1.0,100.0,4B_fresh_breakout,2025-12-31,6.829999005244282,2026-03-26,6.56,-3.95
002051.SZ,中工国际,91,2019-04-04,15.76,False,175,0.5927,2024-09-13,6.4183068569806805,True,True,2024-12-06,2025-06-20,29.0,47550727.0,True,2025-06-27,187,1.0018,,2.8953,True,True,True,3.0,False,1.0449,1.1256,0,5.14,0.0,['4A'],189.0,91.0,,,,2025-12-31,9.070000048567817,2026-03-26,8.71,-3.97
603023.SH,威帝股份,82,,,False,26,0.7622,2024-06-07,,,,,,,,,2025-11-21,40,,,0.8307,True,,,,,1.1264,1.4502,5,25.44,,['4B'],,,24.0,82.0,4B_fresh_breakout,2025-12-31,5.030048574820656,2026-03-26,4.83,-3.98
002551.SZ,尚荣医疗,92,2019-04-19,6.46,False,162,0.6403,2024-06-28,2.3238800370152317,True,True,,,,,False,2025-05-16,229,1.0876,,6.1776,True,True,False,4.0,False,0.9167,1.0667,0,-3.95,3.0,['4A'],108.0,92.0,,,,2025-12-31,3.6500281077251637,2026-03-26,3.5,-4.11
